"單位名稱","地址_縣市","地址_鄉鎮市區","地址","設立地址","機構狀態","服務類型","評鑑等級","未評鑑原因","電話","傳真","單位網址","單位電子信箱","服務可提供量","許可_總床數","許可_養護床","許可_長照床","許可_安養床",
"新北市私立東宜老人長期照顧中心（養護型）","新北市","板橋區","大觀路2段159號之1、159號之2、159號之3","新北市板橋區大觀路2段159號之1、159號之2、159號之3","1","養護型機構","<year=104&class=3>","","02-22755050","無","無","jungan53@yahoo.com.tw","True","40","40","0","0",
"新北市私立寶樺老人長期照顧中心（養護型）","新北市","板橋區","大觀路3段201、201-1、201-2、201-3號","新北市板橋區大觀路3段201、201-1、201-2、201-3號","1","養護型機構","<year=104&class=3>","","02-26820680","02-26810525","無","tower11416@yahoo.com.tw","True","47","47","0","0",
"新北市私立廣福老人養護中心","新北市","板橋區","廣權路2號4樓","新北市板橋區廣權路2號4樓","1","養護型機構","<year=104&class=2>","","02-89514435","02-89516136","無","lun.ya@msa.hinet.net","True","49","49","0","0",
"新北市私立廣權老人養護中心","新北市","板橋區","廣權路2號5樓","新北市板橋區廣權路2號5樓","1","養護型機構","<year=104&class=2>","","02-86514435","無","無","lun.ya@msa.hinet.net","True","26","26","0","0",
"新北市私立安佳老人長期照顧中心（養護型）","新北市","板橋區","館前西路139號6樓","新北市板橋區館前西路139號6樓","1","養護型機構","<year=104&class=4>","","02-29688745","02-29688745","無","rara7413@yahoo.com.tw","True","40","40","0","0",
"新北市私立迦南老人長期照顧中心（養護型）","新北市","板橋區","館前西路6號8樓","新北市板橋區館前西路6號8樓","1","養護型機構","<year=104&class=2>","","02-29645889","無","無","panchio.caleb@msn.hinet.net","True","49","49","0","0",
"新北市私立連旺老人長期照顧中心（養護型）","新北市","板橋區","中山路一段311號、313號、315之1號","新北市板橋區中山路一段311號、313號、315之1號","1","養護型機構","<year=103&class=3>","","02-89520508","02-89517649","http://www.lianwang.tw","lianwang313@gmail.com","True","47","47","0","0",
"新北市私立桐心老人養護中心","新北市","板橋區","中正路302號2樓","新北市板橋區中正路302號2樓","1","養護型機構","<year=104&class=2>","","02-29688657","02-29689581","無","w255504@gamil.com","True","42","42","0","0",
"新北市私立愛心老人養護中心","新北市","板橋區","四川路1段178號4樓","新北市板橋區四川路1段178號4樓","1","養護型機構","<year=104&class=3>","","02-29566859","02-29570640","無","shu851122@yahoo.com.tw","True","18","18","0","0",
"新北市私立宏國老人長期照顧中心（養護型）","新北市","板橋區","四川路2段16巷10號7樓","新北市板橋區四川路2段16巷10號7樓","1","養護型機構","<year=104&class=2>","","02-89669516","02-89673624","無","ww89665034@yahoo.com.tw","True","49","49","0","0",
"新北市私立祥安居老人長期照顧中心(養護型)","新北市","板橋區","四川路2段16巷1號10樓","新北市板橋區四川路2段16巷1號10樓","1","養護型機構","<year=104&class=2>","","02-89665598","無","無","sunrise851@sparqnet.net","True","44","44","0","0",
"新北市私立瑞昇老人長期照顧中心（養護型）","新北市","板橋區","四川路2段16巷1號1樓","新北市板橋區四川路2段16巷1號1樓","1","養護型機構","<year=103&class=3>","","02-89675498","無","無","tsenglt123@hotmail.com","True","46","46","0","0",
"新北市私立慈徽老人養護中心","新北市","板橋區","四川路2段16巷1號2樓","新北市板橋區四川路2段16巷1號2樓","1","養護型機構","<year=104&class=2>","","02-89665598","02-89664293","http://www.suncares.com.tw/","sunrise851@suncares.com.tw","True","43","43","0","0",
"新北市私立陽光老人長期照顧中心（養護型）","新北市","板橋區","四川路2段16巷1號5樓","新北市板橋區四川路2段16巷1號5樓","1","養護型機構","<year=103&class=2>","","02-89660023","02-89664293","http://www.suncares.com.tw/","sunrise851@sparqnet.net","True","46","46","0","0",
"新北市私立亞東老人長期照顧中心（養護型）","新北市","板橋區","四川路2段16巷1號6樓","新北市板橋區四川路2段16巷1號6樓","1","養護型機構","<year=103&class=2>","","02-29539299","02-89664293","http://www.suncares.com.tw/","Sunrise851@sparqnet.net","True","47","47","0","0",
"新北市私立安國老人長期照顧中心（養護型）","新北市","板橋區","四川路2段16巷5號8樓","新北市板橋區四川路2段16巷5號8樓","1","養護型機構","無","2","02-89665024","無","無","a22609579@yahoo.com.tw","True","39","39","0","0",
"新北市私立祥元尊榮老人養護中心","新北市","板橋區","四川路2段16巷8號6樓","新北市板橋區四川路2段16巷8號6樓","1","養護型機構","<year=104&class=2>","","02-89668656","無","無","amy93chen@yahoo.com.tw","True","42","42","0","0",
"新北市私立領袖天下老人養護中心","新北市","板橋區","四川路2段16巷8號6樓之1","新北市板橋區四川路2段16巷8號6樓之1","1","養護型機構","<year=104&class=2>","","02-89668656","無","無","amy93chen@yahoo.com.tw","True","40","40","0","0",
"新北市私立松園老人長期照顧中心（養護型）","新北市","板橋區","四川路2段16巷8號7樓","新北市板橋區四川路2段16巷8號7樓","1","養護型機構","<year=102&class=3>","","02-89661391","無","無","g030879@yahoo.com.tw","True","48","48","0","0",
"新北市私立祥仁尊榮老人養護中心","新北市","板橋區","四川路2段16巷8號6F之2","新北市板橋區四川路2段16巷8號6F之2","1","養護型機構","<year=104&class=2>","","02-89668656","02-89674333","無","ww89665034@yahoo.com.tw","True","49","49","0","0",
"新北市私立仁民老人養護中心","新北市","板橋區","陽明街61號1~7樓","新北市板橋區陽明街61號1~7樓","1","養護型機構","<year=104&class=2>","","02-22589460","02-22589460","無","chingyu-meng@livemail.tw","True","49","49","0","0",
"新北市私立迦蜜老人長期照顧中心（養護型）","新北市","板橋區","廣權路10號2、3樓","新北市板橋區廣權路10號2、3樓","1","養護型機構","<year=102&class=3>","","02-89535859","02-29511182","無","caleb.sweet@msa.hinet.net","True","47","47","0","0",
"新北市私立心田老人長期照顧中心(養護型)","新北市","板橋區","廣權路2號3樓、6號3樓","新北市板橋區廣權路2號3樓、6號3樓","1","養護型機構","<year=104&class=3>","","02-89511426","02-89511427","無","cuteqmona@yahoo.com.tw","True","45","30","15","0",
"新北市私立鴻澄老人長期照顧中心(養護型)","新北市","三重區","三和路2段30號3樓","新北市三重區三和路2段30號3樓","1","養護型機構","無","3","02-29791130","無","無","無","True","35","35","0","0",
"新北市私立大德老人養護中心","新北市","三重區","三和路4段103之1號4樓","新北市三重區三和路4段103之1號4樓","1","養護型機構","<year=104&class=2>","","02-22870889","02-22870930","無","nursinghome01@gmail.com","True","48","48","0","0",
"新北市私立長庚老人長期照顧中心（養護型）","新北市","三重區","三和路四段95之1號2樓、3樓","新北市三重區三和路四段95之1號2樓、3樓","1","養護型機構","<year=104&class=4>","","02-22819099","02-22871550","無","liaopei0325@gmail.com","True","29","29","0","0",
"新北市私立頤慶老人長期照顧中心（養護型）","新北市","三重區","光明路67之6號","新北市三重區光明路67之6號","1","養護型機構","無","3","02-89723269","無","無","無","True","13","13","0","0",
"新北市私立千鶴園老人養護中心","新北市","三重區","成功路79號1-5樓","新北市三重區成功路79號1-5樓","1","養護型機構","<year=104&class=3>","","02-89720166","02-29773919","無","meigo.mei1592@msa.hinet.net","True","48","48","0","0",
"新北市私立百鶴老人養護中心","新北市","三重區","成功路97號10樓","新北市三重區成功路97號10樓","1","養護型機構","<year=104&class=3>","","02-89731580","無","無","無","True","48","48","0","0",
"新北市私立今光愛心老人養護中心","新北市","三重區","成功路97號2樓","新北市三重區成功路97號2樓","1","養護型機構","<year=104&class=2>","","02-29768888","02-29768887","無","aa125434@yahoo.com.tw","True","48","48","0","0",
"新北市私立大安老人長期照顧中心（養護型）","新北市","三重區","自強路4段110號3樓","新北市三重區自強路4段110號3樓","1","養護型機構","<year=104&class=3>","","02-89819911","02-89815522","無","ht09681319@yahoo.com.tw","True","24","24","0","0",
"新北市私立祐安老人長期照顧中心（養護型）","新北市","三重區","自強路4段6號3樓","新北市三重區自強路4段6號3樓","1","養護型機構","<year=104&class=1>","","02-22866311","無","無","a004026x@yahoo.com.tw","True","49","49","0","0",
"新北市私立圓滿老人長期照顧中心（養護型）","新北市","三重區","重新路5段639之1號10樓","新北市三重區重新路5段639之1號10樓","1","養護型機構","<year=104&class=2>","","02-29998842","","無","kittyhome3850@yahoo.com.tw","True","39","39","0","0",
"新北市私立蓮愛老人養護中心","新北市","三重區","溪尾街41號2樓","新北市三重區溪尾街41號2樓","1","養護型機構","<year=104&class=2>","","02-26667747","02-89857958","http://www.linoisenile.com.tw/home/main.php","kuanlinoi@yahoo.com.hk","True","32","32","0","0",
"新北市私立安泰老人長期照顧中心（養護型）","新北市","三重區","福德北路4號3樓、4樓","新北市三重區福德北路4號3樓、4樓","1","養護型機構","<year=102&class=2>","","02-26667747","02-29742569","無","chouantai@xuite.net","True","30","30","0","0",
"新北市私立雙和老人長期照顧中心(養護型)","新北市","中和區","中山路2段133號2樓","新北市中和區中山路2段133號2樓","1","養護型機構","<year=104&class=2>","","02-82458280","無","無","shh21332@gmail.com","True","34","34","0","0",
"新北市私立慈美老人養護中心","新北市","中和區","中山路2段315巷4號6樓","新北市中和區中山路2段315巷4號6樓","1","養護型機構","<year=104&class=2>","","02-22467725","無","無","tzumei315@yahoo.com.tw","True","49","49","0","0",
"新北市私立合樂老人長期照顧中心（養護型）","新北市","中和區","中山路2段327巷11弄17號3樓","新北市中和區中山路2段327巷11弄17號3樓","1","養護型機構","<year=103&class=2>","","02-82458131","02-82458132","無","bingo_166@yahoo.com.tw","True","39","39","0","0",
"新北市私立和樂老人長期照顧中心(養護型)","新北市","中和區","中山路2段327巷11弄17號5樓","新北市中和區中山路2段327巷11弄17號5樓","1","養護型機構","<year=104&class=2>","","02-86725678","02-82458132","http://www.holuck.wemew.net/","marilyn9857@yahoo.com.tw","True","39","39","0","0",
"新北市私立忠祥老人長期照顧中心（養護型）","新北市","中和區","中山路2段327巷1號4樓","新北市中和區中山路2段327巷1號4樓","1","養護型機構","<year=104&class=3>","","02-22467815","02-22467815","無","m631620@gmail.com","True","41","41","0","0",
"新北市私立逢海老人長期照顧中心（養護型）","新北市","中和區","中山路2段327巷1號5樓","新北市中和區中山路2段327巷1號5樓","1","養護型機構","<year=104&class=3>","","02-22451915","無","無","無","True","49","49","0","0",
"新北市私立福泰老人老人長期照顧中心（養護型）","新北市","中和區","中山路2段371號4樓","新北市中和區中山路2段371號4樓","1","養護型機構","無","3","02-2223332","無","無","無","True","43","43","0","0",
"新北市私立中原老人長期照顧中心(養護型)","新北市","中和區","中山路2段560號6樓、6樓之1","新北市中和區中山路2段560號6樓、6樓之1","1","養護型機構","無","3","02-86725678","無","無","jhongyuan104@gmail.com","True","42","42","0","0",
"新北市私立一德老人長期照顧中心（養護型）","新北市","中和區","中山路2段560號7樓","新北市中和區中山路2段560號7樓","1","養護型機構","無","3","02-22286655","無","無","eder22286655@gmail.com","True","42","42","0","0",
"新北市私立皇佳老人長期照顧中心(養護型)","新北市","中和區","中山路2段562號10樓","新北市中和區中山路2段562號10樓","1","養護型機構","<year=104&class=2>","","02-22286187","無","無","royal_168@yahoo.com.tw","True","42","42","0","0",
"新北市私立永泰老人養護中心","新北市","中和區","中山路二段101號","新北市中和區中山路二段101號","1","養護型機構","<year=104&class=3>","","02-22445950","02-22445983","無","a22445950@yahoo.com.tw","True","20","20","0","0",
"新北市私立怡安老人長期照顧中心（養護型）","新北市","中和區","中和區中正路770號5樓","新北市中和區中和區中正路770號5樓","1","養護型機構","<year=103&class=2>","","02-82213540","無","無","p0937914506@yahoo.com.tw","True","47","47","0","0",
"新北市私立怡和老人長期照顧中心（養護型）","新北市","中和區","中正路772號5樓","新北市中和區中正路772號5樓","1","養護型機構","<year=103&class=2>","","02-82212396","無","無","無","True","47","47","0","0",
